ID,Name,Sector,City,Funding Stage,International Presence,English Requirement,Score,Outreach_Week
255,Unimer Group,Seafood / Canned Food,Agadir / Casablanca,Listed (Casablanca Bourse),Export globally,High — English export documentation,70,Week 7
257,Mutandis,Consumer Goods Holding,Casablanca,Listed (Casablanca Bourse),"Export to US, EU, Africa",High — English investor relations,70,Week 7
259,Sopriam (Stellantis Dist.),Auto Distribution,Casablanca,Subsidiary (Stellantis),Global via parent,High — English corporate reporting,70,Week 7
280,Managem Group,Mining / Metals,Casablanca,Listed (Casablanca Bourse),"Africa (Congo, Gabon, Sudan, Ethiopia)",Very High — English mining operations,70,Week 7
281,Lydec (Veolia Morocco),Water / Utilities,Casablanca,Subsidiary (Veolia),Global via parent,High — English corporate reporting,70,Week 7
285,Tanger Med Zones (TMSA),Industrial Zones / Logistics,Tangier,State enterprise,International zone — 1000+ companies,Very High — English zone management,70,Week 7
292,Groupe Kabbage,Agri Export / Produce,Agadir,Established,"Export to EU, UK",High — English trade negotiations,70,Week 7
293,Univela Morocco,Citrus Export,Souss-Massa,Established,"EU, UK",High — English export operations,70,Week 7
295,Les Domaines Agricoles,Agriculture / Export,Meknès,Established (Royal),Export globally,High — English export & partnerships,70,Week 7
298,CapersMed,Capers / Vegetable Export,Morocco,Established,"EU, US export",High — English quality compliance,70,Week 7
301,Atlas Bottling (Coca-Cola),Beverages,Tangier,Franchise (Coca-Cola),Global Coca-Cola system,High — English Coca-Cola ops,70,Week 7
302,Brasseries du Maroc (Castel),Beverages / Beer,Casablanca,Subsidiary (Castel),Global — France HQ,High — English corporate,70,Week 7
309,Oleomed,Olive Oil Export,Meknès,Established,"EU, US export",High — English trade compliance,70,Week 7
311,Comptoir Agricole du Souss,Agri Trade,Agadir,Established,Export globally,High — English trade operations,70,Week 7
314,Comaprim,Frozen Vegetables / Export,Agadir,Established,"EU, UK export",High — English customer mgmt,70,Week 7
318,Maroc Olive,Olive Products Export,Meknès,Established,"EU, US",High — English quality standards,70,Week 7
336,RIU Hotels Morocco,Resort Hotels,Agadir,Subsidiary (RIU),Global — Spain HQ,High — English operations,70,Week 7
337,Barceló Morocco,Hotels,Multiple,Subsidiary (Barceló),Global — Spain HQ,High — English operations,70,Week 7
350,Transavia Morocco,Low-cost Airlines,Casablanca,Subsidiary (Air France-KLM),EU — Netherlands HQ,Very High — English aviation,70,Week 7
380,Benetton Morocco (Manufacturing),Apparel Mfg,Tangier,Contract manufacturing,Global — Italy HQ,High — English quality management,70,Week 7
381,Tavex Morocco (Denim),Denim Mfg,Tangier,Subsidiary,Global — Spain HQ,High — English production ops,70,Week 7
383,Settavex,Textile / Knitwear,Casablanca,Established,"EU, UK export",High — English trade compliance,70,Week 7
388,Moroccan Denim (Textil Med),Denim Production,Casablanca,Established,"EU, US brands",High — English product compliance,70,Week 7
391,CAFTAN Furniture Textiles,Home Textile,Casablanca,Established,"EU, US export",High — English trade,70,Week 7
394,Nextil Morocco,Fashion Mfg / Luxury,Tangier,Subsidiary (Nextil),Global — Spain HQ,High — English luxury brand compliance,70,Week 7
397,Mango Morocco (Manufacturing),Fashion Mfg,Tangier,Contract manufacturing,Global — Spain HQ,High — English quality mgmt,70,Week 7
398,Decathlon Production Morocco,Sporting Goods Mfg,Casablanca,Subsidiary (Decathlon),Global — France HQ,High — English product mgmt,70,Week 7
403,Gestamp Morocco,Metal Auto Components,Kénitra (AFZ),Subsidiary (Gestamp),Global — Spain HQ,High — English manufacturing mgmt,70,Week 7
405,ACAPLAST Group Morocco,Rubber / Plastic Auto,Kénitra (AFZ),Subsidiary,Global — France HQ,High — English quality mgmt,70,Week 7
413,Novares Morocco,Plastic Auto Parts,Tangier,Subsidiary (Novares),Global — France HQ,High — English product management,70,Week 7
414,MGI Coutier Morocco,Fluid Systems / Auto,Tangier,Subsidiary,Global — France HQ,High — English quality,70,Week 7
422,Premo Morocco,Auto Magnetics,Tangier,Subsidiary (Premo),Global — Spain HQ,High — English engineering,70,Week 7
424,Trèves Morocco,Auto Interior / Acoustic,Tangier,Subsidiary (Trèves),Global — France HQ,High — English operations,70,Week 7
425,Mecaplast / Novares Morocco,Plastic Systems,Kénitra,Subsidiary,Global — France HQ,High — English manufacturing,70,Week 7
429,Tuyauto Gestamp,Metal Stamping / Auto,Kénitra,JV (Gestamp),Global,High — English reporting,70,Week 7
432,SNOP Morocco,Metal Stamping / Auto,Tangier,Subsidiary (SNOP),Global — France HQ,High — English quality management,70,Week 7
474,SNEP (Société Nationale d'Électrolyse),Chlor-alkali / PVC,Mohammedia,Listed (Casablanca Bourse),"Morocco, export",High — English trade operations,70,Week 7
496,Al Mada (ex-SNI),Investment Holding,Casablanca,Established (Royal),Pan-African — stakes in 30+ companies,Very High — English investor relations,70,Week 7
500,Saham Group (Sanlam),Insurance / Diversified,Casablanca,Subsidiary (Sanlam SA),44 African countries,Very High — English pan-African ops,70,Week 7
501,Finance.com (Benjelloun Group),Holding / Finance,Casablanca,Established,Africa via Bank of Africa,Very High — English banking,70,Week 7
508,AfricInvest Morocco,Private Equity,Casablanca,Established,Pan-African — 17 countries,Very High — English fund management,70,Week 8
509,Mediterrania Capital Partners,Private Equity,Casablanca,Established,"North Africa, Sub-Saharan",Very High — English deal-making,70,Week 8
511,UM6P Ventures,Venture Capital,Benguerir,Established (OCP),African startups,Very High — English VC,70,Week 8
513,Enza Capital,Venture Capital,Casablanca,Established,"Morocco, Africa",Very High — English VC,70,Week 8
514,Outlierz Ventures,Venture Capital,Casablanca,Established,African startups,Very High — English VC,70,Week 8
519,Maroc Numeric Fund,Technology Investment,Casablanca,State-linked (CDG),Morocco,High — English tech evaluation,70,Week 8
520,Al Mada Ventures,Venture Capital,Casablanca,Subsidiary (Al Mada),Africa,Very High — English VC ops,70,Week 8
526,Autoroute Digitale,GovTech / Digital Services,Rabat,Growth,Morocco,High — English digital transformation,70,Week 8
531,Paymee,FinTech / Payments,Casablanca,Seed,Morocco,High — English investor comms,70,Week 8
535,Handipme,HR SaaS,Casablanca,Seed,"Morocco, France",High — English SaaS product,70,Week 8
539,Masarat,FinTech / Investment,Casablanca,Seed,Morocco,High — English fintech,70,Week 8
544,SQLI Digital Experience,Digital Consulting,Casablanca,Listed (Euronext),"Europe, Middle East",Very High — English consulting,70,Week 8
552,CGEM (Employers' Confederation),Employers' Federation,Casablanca,Association,International business orgs,High — English policy & advocacy,70,Week 8
553,Technopark Casablanca,Tech Incubator,Casablanca,State-linked,International startups,High — English incubation,70,Week 8
554,Technopark Rabat,Tech Incubator,Rabat,State-linked,International startups,High — English incubation,70,Week 8
555,Technopark Tangier,Tech Incubator,Tangier,State-linked,International startups,High — English programs,70,Week 8
559,Flat6Labs Morocco,Accelerator,Casablanca,Subsidiary (Flat6Labs),"MENA, Africa",Very High — English accelerator,70,Week 8
568,MTDS (Maroc Telecom Data Solutions),Data Center / Cloud,Casablanca,Subsidiary (Maroc Telecom),Morocco,High — English cloud services,70,Week 8
693,Aerotechnic Industries,MRO / Aerospace,Casablanca,Subsidiary (RAM/Safran),International MRO services,Very High — English aviation,70,Week 8
701,Prosegur Morocco,Security / Cash,Casablanca,Subsidiary (Prosegur),Global — Spain HQ,High — English corporate,70,Week 8
706,Hikvision Morocco,Video Surveillance,Casablanca,Subsidiary (Hikvision),Global — China HQ,High — English operations,70,Week 8
720,ATALIAN Morocco,FM / Cleaning,Casablanca,Subsidiary (ATALIAN),Global — France HQ,High — English corporate,70,Week 8
795,Pizzorno Morocco,Waste Management,Multiple,Subsidiary (Pizzorno),Global — France HQ,High — English corporate,70,Week 8
814,African Development Bank Morocco,Development Finance,Rabat,International org,Pan-African,Very High — English-only,70,Week 8
822,Africa Re Morocco,Reinsurance,Casablanca,Subsidiary,Pan-African,Very High — English reinsurance,70,Week 8
826,FinAfrica / Africa50 Morocco Office,Infrastructure Investment,Casablanca,International fund,Pan-African,Very High — English investment,70,Week 8
837,Attijari Global Research,Equity Research,Casablanca,Subsidiary (Attijariwafa),"Africa, int'l investors",Very High — English research reports,70,Week 8
838,BMCE Capital Research,Equity Research,Casablanca,Subsidiary (BOA),"Africa, int'l investors",Very High — English research,70,Week 8
864,AUDA-NEPAD Morocco Office,Development,Rabat,International org,Pan-African,Very High — English policy,70,Week 8
896,BYD Morocco,EV / Electric Vehicles,Casablanca,Subsidiary (BYD),Global — China HQ,High — English corporate,70,Week 8
906,Yanfeng Morocco,Auto Interior,Kénitra,Subsidiary (Yanfeng),Global — China HQ,High — English corporate,70,Week 8
907,Grupo Antolin Morocco (Extended),Auto Interior,Kénitra,Subsidiary,Global — Spain HQ,High — English corporate,70,Week 8
982,Chronopost Morocco,Express Parcel,Casablanca,Subsidiary (La Poste/DPD),Global — France HQ,High — English corporate,70,Week 8
992,Necotrans Morocco,Mining Logistics,Casablanca,Established,Africa,High — English mining logistics,70,Week 8
24,Atlas International Development (AID),Sales Outsourcing,Casablanca,Established,"Europe, Africa",High — B2B English sales,60,Week 8
45,Involys,IT Solutions / ERP,Casablanca,Listed (Casablanca Bourse),Africa,High — English customer support,60,Week 8
47,Disway,IT Distribution,Casablanca,Listed (Casablanca Bourse),"Morocco, Africa",High — English vendor management,60,Week 8
48,IB Maroc,IT Solutions / Networking,Casablanca,Established,Africa,High — English partner management,60,Week 8
50,MedTech Solutions,Healthcare IT,Casablanca,Growth,"Africa, Middle East",High — English medical tech,60,Week 8
56,Smile Morocco,Open Source / IT,Casablanca,Subsidiary (Smile Group),Europe,High — English technical projects,60,Week 8
58,Premium Outsourcing,IT Outsourcing,Casablanca,Established,"France, Europe",High — English outsourcing delivery,60,Week 8
76,Woliz,Retail Tech,Casablanca,Pre-Seed,Morocco,Medium-High — English investor relations,60,Week 8
85,Hmizate/Aveniros,E-commerce / Deals,Casablanca,Growth,"Morocco, Africa",Medium-High — English partnerships,60,Week 8
94,MedSouk,HealthTech / Supply Chain,Casablanca,Seed,Morocco,Medium-High — English investor comms,60,Week 8
95,Jobintech,HR Tech / Recruitment,Casablanca,Pre-Seed,Morocco,Medium-High — English tech hiring,60,Week 8
98,Banque Centrale Populaire (BCP),Banking,Casablanca,Listed (Casablanca Bourse),"Africa, Europe",High — English international banking,60,Week 8
99,CIH Bank,Banking / Digital,Casablanca,Listed (Casablanca Bourse),"Morocco, expanding Africa",High — English digital banking,60,Week 8
100,Crédit du Maroc,Banking,Casablanca,Subsidiary (Holmarcom/ex-Crédit Agricole),"Morocco, Africa",High — English corporate banking,60,Week 8
104,CDG Capital,Investment / Asset Mgmt,Rabat,State-linked (CDG),"Africa, Middle East",High — English asset management,60,Week 8
105,Wafa Assurance,Insurance,Casablanca,Listed (Casablanca Bourse),12+ African countries,High — English reinsurance & reporting,60,Week 8
106,RMA (Royale Marocaine d'Assurance),Insurance,Casablanca,Established (Al Mada),Africa,High — English international operations,60,Week 8
108,Atlanta Assurances,Insurance,Casablanca,Listed (Casablanca Bourse),"Morocco, Africa",High — English reinsurance,60,Week 8
123,Tamwilcom,SME Guarantee / Finance,Rabat,State-linked,"Morocco, Africa cooperation",High — English for international programs,60,Week 8
142,De Pardieu Brocas Maffei Morocco,Law,Casablanca,Subsidiary,"France, Africa",High — English M&A transactions,60,Week 8
143,LPA-CGR Morocco,Consulting / Legal,Casablanca,Established,"Europe, Africa",High — English consulting,60,Week 8
161,ACOME Morocco,Cables & Wiring,Tangier,Subsidiary (ACOME),"Europe, Asia",High — English technical docs,60,Week 8
193,MASEN,Renewable Energy Agency,Rabat,State agency,"International partnerships (ACWA, EDF, Masdar)",Very High — English contract negotiations,60,Week 8
194,ONEE (Office National de l'Electricité),Utilities / Energy,Rabat,State enterprise,Africa (operations in multiple countries),High — English international cooperation,60,Week 8
195,Nareva Holding,Energy / Renewables,Casablanca,Established (Al Mada),"Morocco, Africa — wind & solar",High — English international JVs,60,Week 8
196,TAQA Morocco (JLEC),Power Generation,Casablanca,Listed (Casablanca Bourse),Subsidiary of TAQA Abu Dhabi,Very High — English as TAQA corporate language,60,Week 8
212,Disruptis,Digital Consultancy,Casablanca,Growth,"Europe, Africa",High — English digital strategy,60,Week 8
214,Rhillane Marketing Digital,Digital Marketing,Casablanca,Established,"Morocco, Dubai, Europe",High — English digital marketing,60,Week 8
222,Yassir Morocco,Super-app / Mobility,Casablanca,Subsidiary (Yassir),"Maghreb, Africa",High — English investor/product,60,Week 8
237,Lesieur Cristal,Oils / Food,Casablanca,Listed (Casablanca Bourse),"Export to Africa, EU",High — English export operations,60,Week 8
238,Cosumar,Sugar / Agri-food,Casablanca,Listed (Casablanca Bourse),Africa (subsidiaries),High — English African operations,60,Week 8
253,Richbond,Furniture / Mattress Mfg,Casablanca,Established,"Export to Africa, EU",High — English export operations,60,Week 8
254,Best Biscuits Maroc (Excelo),Food / Confectionery,Casablanca,Established,"Africa, Middle East export",High — English export & compliance,60,Week 8
256,Diana Holding,Food / Industrial,Casablanca,Listed (Casablanca Bourse),"Export Africa, EU",High — English business development,60,Week 8
258,Dislog Group,Distribution / FMCG,Casablanca,Established (Growth),"Morocco, Africa",High — English brand partnerships,60,Week 8
261,Groupe Addoha,Real Estate Dev,Casablanca,Listed (Casablanca Bourse),"West Africa (Ivory Coast, Senegal, Guinea)",High — English investor relations,60,Week 8
262,Alliances Group,Real Estate Dev,Casablanca,Listed (Casablanca Bourse),"Africa (Ivory Coast, Cameroon)",High — English investor/partner comms,60,Week 8
264,Palmeraie Développement,Real Estate / Hotels,Marrakech,Established,"Morocco, Africa",High — English hotel partnerships,60,Week 8
265,TGCC,Construction / Civil Eng,Casablanca,Listed (Casablanca Bourse),"Senegal, Mauritania, Africa",High — English contract negotiations,60,Week 8
266,Somagec,Infrastructure / Construction,Casablanca,Established,"Morocco, Africa",High — English project management,60,Week 8
268,Yomed Group,Construction / Engineering,Casablanca,Established,"Morocco, Africa",High — English project docs,60,Week 8
269,Jet Contractors,Construction / Engineering,Casablanca,Listed (Casablanca Bourse),"Morocco, Africa",High — English international standards,60,Week 8
270,Ynna Holding (Chaabi Group),Conglomerate / Construction,Casablanca,Established,"Africa, Europe",High — English corporate affairs,60,Week 8
271,SGTM (Société Générale des Travaux du Maroc),Infrastructure,Casablanca,Established,"Morocco, Africa",High — English project management,60,Week 8
278,Aluminium du Maroc,Aluminum / Industrial,Casablanca,Listed (Casablanca Bourse),"Export to EU, Africa",High — English export operations,60,Week 8
279,Afriquia Gaz,Gas / Energy,Casablanca,Listed (Casablanca Bourse),West Africa subsidiaries,High — English African operations,60,Week 8
287,Novec (Engineering),Engineering Consulting,Rabat,Subsidiary (CDG),"Morocco, Africa",High — English engineering docs,60,Week 8
289,Imkan Maroc,Real Estate Dev,Rabat,Subsidiary (Abu Dhabi Capital Group),UAE parent,Very High — English corporate,60,Week 8
294,BL Agri,Farm-to-Export,Agadir,Established,"EU, Middle East",High — English customer management,60,Week 8
296,Zalar Group,Poultry / Agri,Agadir,Established,"Morocco, Africa export",High — English international business,60,Week 8
297,Groupe Sopralim,Food Processing,Casablanca,Established,Africa export,High — English business development,60,Week 8
299,SMBL Food (Soho Planet Popcorn),Snack Food Export,Casablanca,Established,"EU, Africa, Middle East",High — English export operations,60,Week 8
300,Citruma,Citrus / Agri Export,Berkane,Established,EU export,High — English trade docs,60,Week 8
303,EACCE (Établissement Autonome de Contrôle),Food Safety / Certification,Casablanca,State agency,International compliance,Very High — English food safety standards,60,Week 8
308,Sidi Ali (Les Eaux Minérales d'Oulmès),Beverages / Water,Casablanca,Listed (Casablanca Bourse),"Export to Africa, EU",High — English export operations,60,Week 8
310,Marostika,Frozen Fruits Export,Souss-Massa,Established,EU export,High — English quality mgmt,60,Week 8
313,Maroc Citrus (MORCIT),Citrus Export,Morocco,Cooperative/Est.,EU export,High — English trade compliance,60,Week 8
317,Val'Oranger,Orange/Juice Export,Souss-Massa,Established,EU export,High — English trade,60,Week 8
319,Tomatit,Tomato Processing / Export,Souss-Massa,Established,EU export,High — English trade docs,60,Week 8
324,ONOMO Hotels Morocco,Hotel Chain,Casablanca & Rabat,Subsidiary,Pan-African hotel brand,High — English brand standards,60,Week 8
326,Royal Mansour,Luxury Hotel,Marrakech,Established (Royal),Ultra-luxury international clientele,Very High — English guest relations,60,Week 8
327,La Mamounia,Luxury Hotel,Marrakech,Established,Iconic international hotel,Very High — English VIP services,60,Week 8
339,Octogone Hospitality Management,Hotel Development,Marrakech,Established,"Morocco, Africa",High — English hotel management,60,Week 8
340,LEVA Hotels Morocco,Lifestyle Hotels,Casablanca,Subsidiary (LEVA),MENA expansion,Very High — English brand standards,60,Week 8
343,Palais Namaskar,Luxury Resort,Marrakech,Established,International luxury market,Very High — English VIP services,60,Week 8
344,Mazagan Beach Resort,Integrated Resort,El Jadida,Established,International tourism,Very High — English resort ops,60,Week 8
347,Groupe Akwa (Hotels Division),Hotels / Energy,Casablanca,Established (Akwa Group),"Morocco, Africa",High — English corporate,60,Week 9
367,Sea Optima,Maritime Logistics,Casablanca,Established,International shipping,High — English maritime ops,60,Week 9
370,Marsa Maroc,Port Operations,Casablanca,Listed (Casablanca Bourse),Multiple Moroccan ports + Africa,High — English port operations,60,Week 9
371,ONDA (National Airports Office),Airport Management,Casablanca,State enterprise,"26 airports, int'l partnerships",Very High — English aviation ops,60,Week 9
376,Vita Couture,Textile / Fashion Mfg,Tangier,Established,"EU export (Inditex, Zara supply)",High — English customer management,60,Week 9
377,Fashion Lixus,Garment Mfg,Tangier,Established,EU export,High — English production mgmt,60,Week 9
378,AMITH (Textile Association),Industry Body,Casablanca,Association,International trade fairs,Very High — English industry advocacy,60,Week 9
382,Groupe 5 Étoiles Textile,Garment Mfg,Casablanca,Established,EU export,High — English client management,60,Week 9
384,Maroc Modis,Apparel / Lingerie,Tangier,Subsidiary,EU brands,High — English quality standards,60,Week 9
385,Sinmatex,Garment Mfg,Casablanca,Established,EU export,High — English client communications,60,Week 9
386,Bonneterie du Maroc,Knitwear Mfg,Casablanca,Established,EU export,High — English order management,60,Week 9
387,Alliance Textile,Fabric / Garment,Tangier,Established,EU export,High — English supply chain,60,Week 9
389,Super Textile Group,Garment Mfg,Casablanca,Established,EU export,High — English operations,60,Week 9
390,Lahlou Industries,Textile / Workwear,Casablanca,Established,"EU, Africa export",High — English B2B sales,60,Week 9
392,Manatex,Garment / Jersey,Tangier,Established,EU export,High — English quality,60,Week 9
431,Plastic Electromechanic Company (PEC),Plastic / Electronics,Tangier,Established,EU export,High — English customer mgmt,60,Week 9
435,Fisco Morocco,Wiring / Auto,Tangier,Established,EU automotive export,High — English supply chain,60,Week 9
436,HEM Business School (LCI),Business Education,Casablanca & Tangier,Subsidiary (LCI Education),60+ international partners,Very High — English programs & faculty,60,Week 9
437,Rabat Business School (UIR),Business Education,Rabat,Established (UIR),"AACSB accredited, 170+ partners",Very High — English MBA programs,60,Week 9
438,ESCA École de Management,Business School,Casablanca,Established,International partnerships,Very High — English executive education,60,Week 9
445,Institut Supérieur de Commerce (ISC),Business Education,Casablanca,Established,Europe partnerships,High — English business tracks,60,Week 9
447,INPT (Telecom Engineering),Engineering / Telecom,Rabat,State,International tech partnerships,High — English technical programs,60,Week 9
450,Euromed University of Fes,Private University,Fès,Established (UEMF),"EU, Mediterranean partnerships",High — English programs,60,Week 9
461,Colorado (Akwa Group),Paints / Coatings,Casablanca,Established (Akwa),"Morocco, Africa","High — English R&D, international sourcing",60,Week 9
470,SCE Chemicals,Chemical Raw Materials,Casablanca,Established,"Export to Europe, Africa",High — English trade docs,60,Week 9
471,Éléphant Vert Groupe,Organic Fertilizer,Meknès,Established,Africa (multiple countries),High — English African operations,60,Week 9
476,Charaf Corporation,Chemicals / Packaging,Casablanca,Established,"Export Africa, EU",High — English export operations,60,Week 9
477,Maghreb Steel,Steel Manufacturing,Casablanca,Established,"Morocco, Africa export",High — English international sales,60,Week 9
478,Delattre Levivier Maroc,Metal Structures / Industrial,Casablanca,Listed (Casablanca Bourse),"Morocco, Africa",High — English engineering,60,Week 9
479,Stroc Industrie,Industrial Construction,Casablanca,Listed (Casablanca Bourse),"Morocco, Africa, Middle East",High — English project management,60,Week 9
497,CDG (Caisse de Dépôt et de Gestion),Institutional Investor,Rabat,State institution,"Morocco, Africa, int'l partnerships",High — English institutional comms,60,Week 9
498,Akwa Group,Conglomerate / Energy,Casablanca,Established,"Morocco, Africa",High — English corporate affairs,60,Week 9
499,Holmarcom Group,Conglomerate / Insurance,Casablanca,Established,"Africa, Europe partnerships",High — English corporate,60,Week 9
502,FinanceCom / RMA Group,Holding / Insurance,Casablanca,Established,Africa,High — English investor relations,60,Week 9
503,ONA (Omnium Nord-Africain legacy),Diversified Holding,Casablanca,Merged into Al Mada,"Africa, international",High — English legacy operations,60,Week 9
504,Ynna Holding (Chaabi Group),Conglomerate,Casablanca,Established,"Africa, Europe",High — English corporate,60,Week 9
506,Wafa Gestion,Asset Management,Casablanca,Subsidiary (Attijariwafa),"Morocco, Africa",High — English portfolio mgmt,60,Week 9
510,DisrupTech Ventures,Venture Capital,Casablanca,Established,MENA startups,Very High — English VC operations,60,Week 9
512,Azur Partners,Private Equity,Casablanca,Established,"Morocco, Africa",High — English investor relations,60,Week 9
517,Startup Maroc,Ecosystem Support,Casablanca,Established,"Morocco, Africa",High — English events & programs,60,Week 9
521,Imperium Capital,Investment Consulting,Casablanca,Established,"Africa, Middle East",High — English advisory,60,Week 9
522,Capital Invest (BMCE),Private Equity,Casablanca,Subsidiary (BOA),"Morocco, Africa",High — English deal execution,60,Week 9
524,Attijari Invest,Investment,Casablanca,Subsidiary (Attijariwafa),Africa,High — English investor comms,60,Week 9
528,Smartengo,IoT / Smart Building,Casablanca,Seed,"Morocco, Europe",High — English product & sales,60,Week 9
529,Gayya Ventures,Social Impact Investing,Casablanca,Established,"Morocco, Africa",High — English impact reporting,60,Week 9
532,Noqta,Content / Media Tech,Casablanca,Seed,"Morocco, MENA",Medium-High — English product,60,Week 9
533,Optimus Education,EdTech,Rabat,Seed,Morocco,Medium-High — English curriculum,60,Week 9
536,Moulay Organic,Organic Agriculture,Meknès,Growth,EU organic export,High — English organic compliance,60,Week 9
537,Jawla,Travel Tech,Casablanca,Pre-Seed,Morocco,Medium-High — English travel product,60,Week 9
538,Mawrid,Legal Tech,Casablanca,Pre-Seed,Morocco,Medium-High — English tech,60,Week 9
540,PocketShop,Retail Tech / E-commerce,Casablanca,Pre-Seed,Morocco,Medium-High — English product,60,Week 9
541,Sanbid,Construction Tech,Casablanca,Seed,Morocco,Medium-High — English proptech,60,Week 9
543,MaWinCar,Auto Insurance Tech,Casablanca,Seed,Morocco,Medium-High — English investor,60,Week 9
548,AMDIE (Investment Agency),FDI Promotion,Casablanca,State agency,International investment attraction,Very High — English investor targeting,60,Week 9
556,LaStartupFactory,Accelerator,Casablanca,Established,"Morocco, Africa",High — English accelerator,60,Week 9
557,Impact Lab,Social Enterprise Hub,Casablanca,Established,"Morocco, Africa",High — English impact programs,60,Week 9
561,Apebi (IT Federation),IT Industry Body,Casablanca,Association,International ICT events,Very High — English industry advocacy,60,Week 9
565,Inexlog,Business IT Solutions,Casablanca,Established,"Morocco, Africa",High — English implementation,60,Week 9
566,o2b,SAP Consulting,Casablanca,Established,"Morocco, Africa",High — English SAP consulting,60,Week 9
567,Casanet,Web / SaaS,Casablanca,Established,Morocco,Medium-High — English tech,60,Week 9
584,Omnidata,Data Analytics,Casablanca,Established,"Morocco, Africa",High — English analytics,60,Week 9
585,Genious Communications,Digital Agency / IT,Casablanca,Established,"Morocco, Africa",High — English digital,60,Week 9
586,Value Digital Services,IT Consulting,Casablanca,Established,"Morocco, Europe",High — English consulting,60,Week 9
600,4Tech Morocco,IT Solutions,Casablanca,Established,"Morocco, Europe",High — English delivery,60,Week 9
636,Promamec,Medical Devices / Distribution,Casablanca,Established,"Morocco, Africa distribution",High — English medical compliance,60,Week 9
637,Conmedic Group,Medical Devices / Mfg,Casablanca,Established,"Morocco, Africa",High — English regulatory,60,Week 9
638,Expert Medical Holding,Medical Equipment,Casablanca,Established,"Morocco, Sub-Saharan Africa",High — English medical ops,60,Week 9
639,MHS (Morocco Healthcare Supplier),Medical Distribution,Casablanca,Established,International brands,Very High — English vendor mgmt,60,Week 9
657,Groupe Saham Health,Private Healthcare,Casablanca,Established (Saham),"Morocco, Africa",High — English healthcare standards,60,Week 9
658,Clinique Internationale de Marrakech,Private Hospital,Marrakech,Established,International patients,Very High — English patient services,60,Week 9
667,GPC (Gharb Papier et Carton),Paper / Cardboard,Kénitra,Established,"Morocco, Africa",High — English export operations,60,Week 9
668,Altea Packaging SA,Flexible Packaging,Casablanca,Established,"Morocco, Africa, EU",High — English customer management,60,Week 9
669,Oasis Pack,Food Packaging,Agadir,Established,Export to EU,High — English quality compliance,60,Week 9
670,Pack Souss,Agricultural Packaging,Agadir,Established,EU export,High — English trade compliance,60,Week 9
672,Comigel Morocco,Packaging / Food,Casablanca,Established,EU export,High — English quality mgmt,60,Week 9
673,Induver Morocco,Glass Packaging,Casablanca,Subsidiary,Europe,High — English operations,60,Week 9
674,Multisac Morocco,Big Bags / FIBC,Casablanca,Established,"EU, Africa export",High — English trade,60,Week 9
676,Printec Morocco,Digital Printing,Casablanca,Established,"Morocco, Africa",High — English tech,60,Week 9
679,Rotocalc Morocco,Gravure Printing,Casablanca,Established,"EU, Africa",High — English production,60,Week 9
694,GIMAS (Aerospace Industry Group),Industry Association,Casablanca,Association,International aerospace,Very High — English industry events,60,Week 9
733,The Amass Africa,Coworking / Community,Casablanca,Established,Africa,High — English startup community,60,Week 9
745,IMANOR (Moroccan Standards),Standards Body,Rabat,State,International standards bodies,Very High — English ISO compliance,60,Week 9
766,Platinum Power,Hydro / Wind,Casablanca,Listed (Casablanca Bourse),"Morocco, Africa",High — English investor relations,60,Week 9
772,Afriquia SMDC,Fuel Distribution,Casablanca,Subsidiary (Akwa Group),"Morocco, Africa",High — English corporate affairs,60,Week 9
777,EnergiPro,Solar Equipment,Casablanca,Growth,"Morocco, Africa",High — English solar trade,60,Week 9
778,Masen Solar (Noor Complex),Large-Scale Solar,Ouarzazate,State (MASEN),International partnerships,Very High — English project ops,60,Week 9
780,Reminex (Managem subsidiary),Mining R&D,Marrakech,Subsidiary (Managem),Africa mining operations,High — English mining research,60,Week 9
786,Inwi Business,B2B Telecom,Casablanca,Subsidiary (Inwi),Morocco,High — English enterprise solutions,60,Week 9
796,Averda Morocco,Waste Management,Casablanca,Subsidiary (Averda),MENA — UAE HQ,Very High — English corporate,60,Week 9
800,SOS Organics Morocco,Organic Certification,Casablanca,Established,EU organic export,High — English organic compliance,60,Week 9
823,Société Centrale de Réassurance (SCR),Reinsurance,Casablanca,State-linked (CDG),"Africa, international treaties",High — English reinsurance treaties,60,Week 9
828,CAM (Crédit Agricole du Maroc),Agricultural Banking,Rabat,State bank,"Morocco, Africa partnerships",High — English international programs,60,Week 9
829,BNDE (Banque Nationale pour le Développement Économique),Development Banking,Rabat,State-linked,"Morocco, Africa",High — English development finance,60,Week 9
832,Bourse de Casablanca,Stock Exchange,Casablanca,Established,International exchange partnerships,Very High — English investor relations,60,Week 9
834,AMMC (Capital Markets Authority),Financial Regulation,Rabat,State regulator,International reg bodies (IOSCO),Very High — English regulatory,60,Week 9
835,Bank Al-Maghrib,Central Bank,Rabat,State,International monetary cooperation,Very High — English policy & reports,60,Week 9
842,Atlas Capital Group,Investment Advisory,Casablanca,Established,"Morocco, Africa",High — English advisory,60,Week 9
846,SMARC (Stade du Maroc),Stadium Development,Casablanca,State project,FIFA 2030 flagship,Very High — English FIFA compliance,60,Week 9
847,ONCF Al Boraq (High-Speed Rail),Rail Transport,Rabat,State enterprise,International (Alstom/SNCF),Very High — English project coordination,60,Week 9
