ID,Name,Sector,City,Funding Stage,International Presence,English Requirement
769,Predator Oil & Gas Morocco,Gas Exploration,Morocco,Listed (London AIM),UK investors,Very High — English corporate
770,Chariot Energy Morocco,Gas / Renewables,Morocco,Listed (London AIM),UK investors,Very High — English investor relations
771,SDX Energy Morocco,Gas Production,Morocco,Listed (London AIM),UK/Egypt operations,Very High — English corporate
772,Afriquia SMDC,Fuel Distribution,Casablanca,Subsidiary (Akwa Group),"Morocco, Africa",High — English corporate affairs
773,Vivo Energy Morocco,Fuel / Shell Brand,Casablanca,Subsidiary (Vivo Energy),Pan-African — UK listed,Very High — English corporate
774,TotalEnergies Marketing Morocco,Fuel / Lubricants,Casablanca,Subsidiary (TotalEnergies),Global — France HQ,Very High — English corporate
775,Winxo (Akwa Group),Fuel / Convenience,Casablanca,Subsidiary (Akwa),Morocco,Medium-High — English brand
776,Samir Refinery (in restructuring),Oil Refining,Mohammedia,Established (restructuring),International partners,High — English negotiations
777,EnergiPro,Solar Equipment,Casablanca,Growth,"Morocco, Africa",High — English solar trade
778,Masen Solar (Noor Complex),Large-Scale Solar,Ouarzazate,State (MASEN),International partnerships,Very High — English project ops
779,Electra Mining Morocco,Mining Equipment,Casablanca,Established,International mining brands,High — English vendor mgmt
780,Reminex (Managem subsidiary),Mining R&D,Marrakech,Subsidiary (Managem),Africa mining operations,High — English mining research
781,CMT (CompagnieMinière de Touissit),Mining / Silver-Lead,Various,Listed (Casablanca Bourse),Morocco,High — English mining standards
782,SMI (Société Métallurgique d'Imiter),Silver Mining,Ouarzazate,Subsidiary (Managem),International commodity markets,High — English commodity trading
783,SAMIR (Société Anonyme Marocaine),Industrial Chemicals,Casablanca,Established,Export,High — English trade
784,GTR (Générale Tirages et Répartitions),Printing / Media,Casablanca,Subsidiary (eco-Médias),Morocco,Medium-High — English media
785,Dislog Digital,Tech / E-commerce,Casablanca,Subsidiary (Dislog),"Morocco, Africa",High — English digital ops
786,Inwi Business,B2B Telecom,Casablanca,Subsidiary (Inwi),Morocco,High — English enterprise solutions
787,Maroc Telecom Business,B2B Telecom / Cloud,Rabat,Subsidiary (IAM),Africa — 10+ countries,Very High — English B2B services
788,Wafa Immobilier,Mortgage Finance,Casablanca,Subsidiary (Attijariwafa),Morocco,Medium-High — English reporting
789,Salafin,Consumer Credit,Casablanca,Listed (Casablanca Bourse),Morocco,Medium-High — English reporting
790,Eqdom,Consumer Credit,Casablanca,Subsidiary (SocGen),France parent,High — English corporate reporting
791,Lydec Water + Electricity,Utilities / Environment,Casablanca,Listed (Casablanca Bourse),International concession model,High — English institutional reporting
792,REDAL (Veolia Rabat),Water / Electricity,Rabat,Subsidiary (Veolia),Global — France HQ,Very High — English corporate
793,Amendis (Veolia Tangier),Water / Waste,Tangier,Subsidiary (Veolia),Global — France HQ,Very High — English corporate
794,Suez Environnement Morocco,Waste / Water,Casablanca,Subsidiary (Veolia/Suez),Global — France HQ,Very High — English corporate
795,Pizzorno Morocco,Waste Management,Multiple,Subsidiary (Pizzorno),Global — France HQ,High — English corporate
796,Averda Morocco,Waste Management,Casablanca,Subsidiary (Averda),MENA — UAE HQ,Very High — English corporate
797,Veolia Propreté Morocco,Waste Collection,Multiple,Subsidiary (Veolia),Global — France HQ,Very High — English corporate
798,Ozone Morocco,Waste / Recycling,Casablanca,Established,Morocco,Medium-High — English partnerships
799,Biothermica Morocco,Green Energy / Waste,Casablanca,Subsidiary (Biothermica),Global — Canada HQ,Very High — English corporate
800,SOS Organics Morocco,Organic Certification,Casablanca,Established,EU organic export,High — English organic compliance
801,Morgan Stanley Morocco (CFC),Investment Banking,Casablanca (CFC),Subsidiary,Global — US HQ,Very High — English-only
802,Goldman Sachs Morocco (CFC),Investment Banking,Casablanca (CFC),Subsidiary,Global — US HQ,Very High — English-only
803,JP Morgan Morocco (CFC),Investment Banking,Casablanca (CFC),Subsidiary,Global — US HQ,Very High — English-only
804,Credit Suisse / UBS Morocco (CFC),Wealth Management,Casablanca (CFC),Subsidiary (UBS),Global — Switzerland HQ,Very High — English corporate
805,Barclays Morocco (CFC),Banking,Casablanca (CFC),Subsidiary (Barclays),Global — UK HQ,Very High — English corporate
806,Deutsche Bank Morocco (CFC),Banking,Casablanca (CFC),Subsidiary,Global — Germany HQ,Very High — English corporate
807,BNY Mellon Morocco (CFC),Asset Servicing,Casablanca (CFC),Subsidiary,Global — US HQ,Very High — English-only
808,State Street Morocco (CFC),Asset Management,Casablanca (CFC),Subsidiary,Global — US HQ,Very High — English corporate
809,Fidelity International Morocco (CFC),Asset Management,Casablanca (CFC),Subsidiary,Global — UK HQ,Very High — English corporate
810,BlackRock Morocco Advisory (CFC),Asset Management,Casablanca (CFC),Advisory,Global — US HQ,Very High — English-only
811,CDPQ Morocco (CFC),Pension / Investment,Casablanca (CFC),Subsidiary (CDPQ),Global — Canada HQ,Very High — English corporate
812,IFC Morocco (World Bank),Development Finance,Casablanca (CFC),International org,Global — US HQ,Very High — English-only
813,EBRD Morocco Representative,Development Finance,Casablanca,International org,Global — UK HQ,Very High — English-only
814,African Development Bank Morocco,Development Finance,Rabat,International org,Pan-African,Very High — English-only
815,Proparco Morocco,Development Finance,Casablanca,Subsidiary (AFD),Global — France HQ,Very High — English project finance
816,FMO Morocco,Development Finance,Casablanca,Subsidiary (FMO),Global — Netherlands HQ,Very High — English corporate
817,Marsh McLennan Morocco,Insurance Brokerage,Casablanca,Subsidiary (Marsh),Global — US HQ,Very High — English corporate
818,AON Morocco,Insurance / Risk,Casablanca,Subsidiary (AON),Global — UK/US HQ,Very High — English corporate
819,Willis Towers Watson Morocco,Insurance / Advisory,Casablanca,Subsidiary (WTW),Global — UK HQ,Very High — English corporate
820,Swiss Re Morocco,Reinsurance,Casablanca (CFC),Subsidiary (Swiss Re),Global — Switzerland HQ,Very High — English corporate
821,Munich Re Morocco,Reinsurance,Casablanca (CFC),Subsidiary (Munich Re),Global — Germany HQ,Very High — English corporate
822,Africa Re Morocco,Reinsurance,Casablanca,Subsidiary,Pan-African,Very High — English reinsurance
823,Société Centrale de Réassurance (SCR),Reinsurance,Casablanca,State-linked (CDG),"Africa, international treaties",High — English reinsurance treaties
824,Euler Hermes Morocco,Trade Credit Insurance,Casablanca,Subsidiary (Allianz Trade),Global — Germany HQ,Very High — English corporate
825,Coface Morocco,Trade Credit Insurance,Casablanca,Subsidiary (Coface),Global — France HQ,Very High — English corporate
826,FinAfrica / Africa50 Morocco Office,Infrastructure Investment,Casablanca,International fund,Pan-African,Very High — English investment
827,CIMR (Retraite),Pension Fund,Casablanca,Established,"Morocco, international investments",High — English asset management
828,CAM (Crédit Agricole du Maroc),Agricultural Banking,Rabat,State bank,"Morocco, Africa partnerships",High — English international programs
829,BNDE (Banque Nationale pour le Développement Économique),Development Banking,Rabat,State-linked,"Morocco, Africa",High — English development finance
830,Société d'Investissement Énergétique (SIE),Energy Investment,Rabat,State,International energy partnerships,High — English energy projects
831,Caisse Marocaine des Marchés (CMM),Capital Markets,Casablanca,State-linked,Morocco,Medium-High — English markets
832,Bourse de Casablanca,Stock Exchange,Casablanca,Established,International exchange partnerships,Very High — English investor relations
833,Maroclear,Central Securities Depository,Casablanca,Established,International clearing,High — English clearing standards
834,AMMC (Capital Markets Authority),Financial Regulation,Rabat,State regulator,International reg bodies (IOSCO),Very High — English regulatory
835,Bank Al-Maghrib,Central Bank,Rabat,State,International monetary cooperation,Very High — English policy & reports
836,ACAPS (Insurance Supervisor),Insurance Regulation,Rabat,State regulator,International supervisory bodies,High — English regulatory cooperation
837,Attijari Global Research,Equity Research,Casablanca,Subsidiary (Attijariwafa),"Africa, int'l investors",Very High — English research reports
838,BMCE Capital Research,Equity Research,Casablanca,Subsidiary (BOA),"Africa, int'l investors",Very High — English research
839,CFG Markets,Brokerage,Casablanca,Subsidiary (CFG Bank),"Morocco, international funds",High — English brokerage
840,Integral Invest,Wealth Management,Casablanca,Established,"Morocco, HNW international",High — English wealth advisory
841,Valoris Capital,Asset Management,Casablanca,Established,Morocco,High — English investor reports
842,Atlas Capital Group,Investment Advisory,Casablanca,Established,"Morocco, Africa",High — English advisory
843,Al Amana Microfinance,Microfinance,Rabat,Established,Morocco (largest MFI),Medium-High — English donor reports
844,Fondation Banque Populaire Micro,Microfinance,Casablanca,Established,Morocco,Medium-High — English reporting
845,Inwi Money / M-Wallet,Mobile Payments,Casablanca,Subsidiary (Inwi),Morocco,High — English fintech partnerships
846,SMARC (Stade du Maroc),Stadium Development,Casablanca,State project,FIFA 2030 flagship,Very High — English FIFA compliance
847,ONCF Al Boraq (High-Speed Rail),Rail Transport,Rabat,State enterprise,International (Alstom/SNCF),Very High — English project coordination
848,ONDA (Airports 2030 Program),Airport Expansion,Multiple,State enterprise,International construction partners,Very High — English project mgmt
849,ADM (Autoroutes 2030 Program),Highway Infrastructure,Rabat,State enterprise,International financing,High — English project finance
850,FRMF (Royal Football Federation),Sports Federation,Rabat,Federation,"FIFA, international sports bodies",Very High — English FIFA/sports events
851,Maroc 2030 Organizing Committee,Event Organization,Casablanca,State committee,FIFA partnership,Very High — English organizing ops
852,MCI Morocco (Events Management),Event / MICE,Casablanca,Subsidiary (MCI),Global — Switzerland HQ,Very High — English event mgmt
853,GL Events Morocco,Events / Venues,Casablanca,Subsidiary (GL Events),Global — France HQ,Very High — English corporate
854,Accor Arena Morocco,Venue Management,Casablanca,Partnership (Accor),Global,Very High — English venue ops
855,OFEC (Office des Foires et Expositions),Exhibition Center,Casablanca,State-linked,International exhibitions,High — English event coordination
856,PromoSalons Morocco,Trade Shows,Casablanca,Established,France-Morocco trade events,High — English event management
857,Casablanca Events,Event Management,Casablanca,Established,International conferences,High — English event ops
858,Groupe BMCE Sports,Sports Management,Casablanca,Subsidiary (BOA Group),Morocco,Medium-High — English sports
859,RSB (Raja Sport Berkane) Group,Sports / Business,Berkane,Established,International football,High — English sports partnerships
860,National Olympic Committee Morocco,Sports Body,Rabat,Federation,"IOC, international sports",Very High — English international sports
861,Special Olympics Morocco,Sports / Social,Rabat,Established,Global Special Olympics network,Very High — English org management
862,Moroccan Golf Federation,Golf / Tourism,Rabat,Federation,International golf tourism,High — English sports events
863,Société d'Aménagement Ryad,Urban Development,Rabat,State-linked,International urban planning,High — English project docs
864,AUDA-NEPAD Morocco Office,Development,Rabat,International org,Pan-African,Very High — English policy
865,UNECA Morocco,UN Economic Commission,Rabat,International org,Global — UN system,Very High — English-only
866,UNESCO Morocco,Cultural / Education,Rabat,International org,Global — UN system,Very High — English operations
867,UNDP Morocco,Development,Rabat,International org,Global — UN system,Very High — English operations
868,World Bank Morocco,Development,Rabat,International org,Global — US HQ,Very High — English-only
869,WHO Morocco,Health,Rabat,International org,Global — UN system,Very High — English reporting
870,USAID Morocco,Development Aid,Rabat,US Government,Global — US HQ,Very High — English-only
871,TI Fluid Systems Morocco,Auto Fluid Systems,Tangier,Subsidiary,Global — UK HQ,Very High — English corporate
872,Cooper Standard Morocco,Auto Sealing Systems,Tangier,Subsidiary,Global — US HQ,Very High — English corporate
873,Dana Morocco,Auto Driveline,Kénitra,Subsidiary (Dana),Global — US HQ,Very High — English corporate
874,Schaeffler Morocco,Bearings / Auto,Casablanca,Subsidiary (Schaeffler),Global — Germany HQ,Very High — English corporate
875,IHI Morocco,Machinery / Industrial,Casablanca,Subsidiary (IHI),Global — Japan HQ,Very High — English corporate
876,Komatsu Morocco,Mining / Construction Eq,Casablanca,Subsidiary (Komatsu),Global — Japan HQ,Very High — English corporate
877,Caterpillar Morocco,Construction / Mining Eq,Casablanca,Subsidiary (Caterpillar),Global — US HQ,Very High — English corporate
878,John Deere Morocco,Agriculture Equipment,Casablanca,Subsidiary (Deere),Global — US HQ,Very High — English corporate
879,CNH Industrial Morocco,Agri / Construction Eq,Casablanca,Subsidiary (CNH),Global — UK HQ,Very High — English corporate
880,AGCO Morocco,Agriculture Equipment,Casablanca,Subsidiary (AGCO),Global — US HQ,Very High — English corporate
881,Liebherr Morocco,Construction Eq,Casablanca,Subsidiary (Liebherr),Global — Switzerland HQ,Very High — English corporate
882,Volvo Trucks Morocco,Commercial Vehicles,Casablanca,Subsidiary (Volvo),Global — Sweden HQ,Very High — English corporate
883,MAN Truck & Bus Morocco,Commercial Vehicles,Casablanca,Subsidiary (MAN / TRATON),Global — Germany HQ,Very High — English corporate
884,Scania Morocco,Commercial Vehicles,Casablanca,Subsidiary (Scania),Global — Sweden HQ,Very High — English corporate
885,DAF Trucks Morocco,Commercial Vehicles,Casablanca,Subsidiary (PACCAR),Global — Netherlands HQ,Very High — English corporate
886,Toyota Morocco,Auto Distribution,Casablanca,Franchise,Global — Japan HQ,Very High — English Toyota standards
887,Hyundai Morocco,Auto Distribution,Casablanca,Franchise,Global — Korea HQ,Very High — English corporate
888,KIA Morocco,Auto Distribution,Casablanca,Franchise,Global — Korea HQ,Very High — English corporate
889,BMW Morocco,Auto Distribution,Casablanca,Subsidiary,Global — Germany HQ,Very High — English corporate
890,Mercedes-Benz Morocco,Auto Distribution,Casablanca,Subsidiary,Global — Germany HQ,Very High — English corporate
891,Audi Morocco,Auto Distribution,Casablanca,Subsidiary,Global — Germany HQ,Very High — English corporate
892,Volkswagen Morocco,Auto Distribution,Casablanca,Subsidiary,Global — Germany HQ,Very High — English corporate
893,Ford Morocco,Auto Distribution,Casablanca,Franchise,Global — US HQ,Very High — English corporate
894,Nissan Morocco,Auto Distribution,Casablanca,Franchise,Global — Japan HQ,Very High — English corporate
895,Mitsubishi Motors Morocco,Auto Distribution,Casablanca,Franchise,Global — Japan HQ,Very High — English corporate
896,BYD Morocco,EV / Electric Vehicles,Casablanca,Subsidiary (BYD),Global — China HQ,High — English corporate
897,Tesla Morocco (Representation),EV Distribution,Casablanca,Representation,Global — US HQ,Very High — English corporate
898,Michelin Morocco,Tires,Casablanca,Subsidiary (Michelin),Global — France HQ,Very High — English corporate
899,Bridgestone Morocco,Tires,Casablanca,Subsidiary (Bridgestone),Global — Japan HQ,Very High — English corporate
900,Goodyear Morocco,Tires,Casablanca,Subsidiary (Goodyear),Global — US HQ,Very High — English corporate
901,Bosch Morocco,Auto / Industrial,Casablanca,Subsidiary (Bosch),Global — Germany HQ,Very High — English corporate
902,Denso Morocco (Extended Ops),Auto Components,Kénitra,Subsidiary (Denso),Global — Japan HQ,Very High — English corporate
903,Aisin Morocco,Auto Drivetrain,Tangier,Subsidiary (Aisin),Global — Japan HQ,Very High — English corporate
904,JTEKT Morocco,Steering / Bearings,Tangier,Subsidiary (JTEKT),Global — Japan HQ,Very High — English corporate
905,Hella Morocco (Forvia),Auto Lighting / Electronics,Tangier,Subsidiary (Forvia),Global — Germany HQ,Very High — English corporate
906,Yanfeng Morocco,Auto Interior,Kénitra,Subsidiary (Yanfeng),Global — China HQ,High — English corporate
907,Grupo Antolin Morocco (Extended),Auto Interior,Kénitra,Subsidiary,Global — Spain HQ,High — English corporate
908,Martinrea Morocco,Metal Auto Parts,Tangier,Subsidiary (Martinrea),Global — Canada HQ,Very High — English corporate
909,Linamar Morocco,Auto Powertrain,Tangier,Subsidiary (Linamar),Global — Canada HQ,Very High — English corporate
910,Adient Morocco,Auto Seating,Kénitra,Subsidiary (Adient),Global — US HQ,Very High — English corporate
911,Cevital Morocco,Agri-industrial,Casablanca,Subsidiary (Cevital Algeria),"Algeria, Africa",High — English trade
912,Yandex Morocco (ex),Tech / Search,Casablanca,Partnership/Office,Russia/International,High — English tech ops
913,Alibaba Group — Morocco Trade,E-commerce Platform,Casablanca,Partnership,Global — China HQ,Very High — English trade platform
914,Amazon Web Services Morocco,Cloud / IT,Casablanca,Subsidiary (AWS),Global — US HQ,Very High — English cloud
915,Google Morocco,Tech / Advertising,Casablanca,Subsidiary (Google),Global — US HQ,Very High — English-only
916,Meta Morocco,Social Media / Tech,Casablanca,Subsidiary (Meta),Global — US HQ,Very High — English-only
917,LinkedIn Morocco,Professional Network,Casablanca,Subsidiary (Microsoft),Global — US HQ,Very High — English corporate
918,Twitter/X Morocco,Social Media,Casablanca,Partnership,Global — US HQ,Very High — English-only
919,TikTok Morocco (ByteDance),Social Media / Content,Casablanca,Subsidiary (ByteDance),Global — China/Singapore HQ,Very High — English corporate
920,Spotify Morocco,Music / Streaming,Casablanca,Subsidiary (Spotify),Global — Sweden HQ,Very High — English corporate
921,Netflix Morocco (Production),Entertainment / Production,Casablanca,Partnership (Netflix),Global — US HQ,Very High — English production
922,Salé Studios (Film Production),Film / Media,Salé,Established,International film production,Very High — English production
923,Atlas Studios Ouarzazate,Film Production,Ouarzazate,Established,International film industry,Very High — English production ops
924,CinéMorocco,Film Distribution,Casablanca,Established,International film festivals,High — English distribution
925,Havas Morocco,Advertising / PR,Casablanca,Subsidiary (Havas/Vivendi),Global — France HQ,Very High — English corporate
926,Publicis Morocco,Advertising,Casablanca,Subsidiary (Publicis),Global — France HQ,Very High — English corporate
927,McCann Morocco,Advertising,Casablanca,Subsidiary (McCann/IPG),Global — US HQ,Very High — English corporate
928,TBWA Morocco,Advertising,Casablanca,Subsidiary (Omnicom),Global — US HQ,Very High — English corporate
929,Ogilvy Morocco,Advertising / PR,Casablanca,Subsidiary (WPP),Global — UK HQ,Very High — English corporate
930,JWT / Wunderman Thompson Morocco,Advertising / Digital,Casablanca,Subsidiary (WPP),Global — UK HQ,Very High — English corporate
931,Dentsu Morocco,Advertising / Media,Casablanca,Subsidiary (Dentsu),Global — Japan HQ,Very High — English corporate
932,Weber Shandwick Morocco,PR / Communications,Casablanca,Subsidiary (IPG),Global — US HQ,Very High — English PR
933,Edelman Morocco,PR / Communications,Casablanca,Subsidiary (Edelman),Global — US HQ,Very High — English PR
934,Hill & Knowlton Morocco,PR / Advisory,Casablanca,Subsidiary (WPP),Global — UK HQ,Very High — English corporate
935,Brunswick Morocco,Strategic Advisory,Casablanca,Subsidiary (Brunswick),Global — UK HQ,Very High — English advisory
936,FTI Consulting Morocco,Strategic Advisory,Casablanca,Subsidiary (FTI),Global — US HQ,Very High — English consulting
937,Oliver Wyman Morocco,Strategy Consulting,Casablanca,Subsidiary (Marsh McLennan),Global — US HQ,Very High — English consulting
938,Bain & Company Morocco,Strategy Consulting,Casablanca,Subsidiary (Bain),Global — US HQ,Very High — English-only
939,A.T. Kearney Morocco (Kearney),Strategy Consulting,Casablanca,Subsidiary (Kearney),Global — US HQ,Very High — English consulting
940,Strategy& Morocco (PwC),Strategy Consulting,Casablanca,Subsidiary (PwC),Global — US HQ,Very High — English consulting
941,Alvarez & Marsal Morocco,Restructuring / Advisory,Casablanca,Subsidiary (A&M),Global — US HQ,Very High — English corporate
942,Accenture Strategy Morocco,Strategy / Digital,Casablanca,Subsidiary (Accenture),Global — US HQ,Very High — English consulting
943,Capgemini Invent Morocco,Innovation Consulting,Casablanca,Subsidiary (Capgemini),Global — France HQ,Very High — English consulting
944,PA Consulting Morocco,Innovation Consulting,Casablanca,Subsidiary (PA),Global — UK HQ,Very High — English consulting
945,LEK Consulting Morocco,Strategy,Casablanca,Subsidiary (L.E.K.),Global — UK HQ,Very High — English consulting
946,Dalberg Morocco,Development Consulting,Rabat,Subsidiary (Dalberg),Global — US HQ,Very High — English consulting
947,Palladium Morocco,Development Consulting,Rabat,Subsidiary (Palladium),Global — UK HQ,Very High — English consulting
948,DAI Morocco,Development Consulting,Rabat,Subsidiary (DAI),Global — US HQ,Very High — English consulting
949,Chemonics Morocco,Development Consulting,Rabat,Subsidiary (Chemonics),Global — US HQ,Very High — English consulting
950,Abt Associates Morocco,Research / Consulting,Rabat,Subsidiary (Abt),Global — US HQ,Very High — English consulting
951,Cargill Morocco,Agri / Commodities,Casablanca,Subsidiary (Cargill),Global — US HQ,Very High — English corporate
952,Louis Dreyfus Morocco,Commodities / Agri,Casablanca,Subsidiary (Louis Dreyfus),Global — Netherlands HQ,Very High — English corporate
953,Olam Morocco,Agri / Food Ingredients,Casablanca,Subsidiary (Olam),Global — Singapore HQ,Very High — English corporate
954,Barry Callebaut Morocco,Chocolate / Cocoa,Casablanca,Subsidiary (Barry Callebaut),Global — Switzerland HQ,Very High — English corporate
955,Givaudan Morocco,Flavors / Fragrances,Casablanca,Subsidiary (Givaudan),Global — Switzerland HQ,Very High — English corporate
956,Firmenich Morocco (DSM-Firmenich),Fragrances / Ingredients,Casablanca,Subsidiary (DSM-Firmenich),Global — Switzerland HQ,Very High — English corporate
957,Symrise Morocco,Fragrances / Flavors,Casablanca,Subsidiary (Symrise),Global — Germany HQ,Very High — English corporate
958,International Flavors & Fragrances Morocco,Ingredients,Casablanca,Subsidiary (IFF),Global — US HQ,Very High — English corporate
959,STAM (Société des Transports Aériens),Private Aviation,Casablanca,Established,International charter,Very High — English aviation
960,Héliades Morocco,Charter Aviation,Casablanca,Established,International,High — English aviation
961,Aéromaroc,Helicopter Services,Casablanca,Established,International oil & gas,Very High — English aviation
962,Atlas Aero Services,Aviation Maintenance,Casablanca,Established,International MRO,Very High — English aviation
963,Sabena Technics Morocco,Aircraft Maintenance,Casablanca,Subsidiary,Global — France HQ,Very High — English MRO
964,Satys Morocco,Aircraft Painting,Casablanca,Subsidiary (Satys),Global — France HQ,Very High — English aviation
965,Sogea Maroc (Vinci),Civil Works,Casablanca,Subsidiary (Vinci),Global — France HQ,Very High — English corporate
966,Colas Morocco,Roads / Infrastructure,Casablanca,Subsidiary (Bouygues),Global — France HQ,Very High — English corporate
967,Eurovia Morocco,Road Construction,Casablanca,Subsidiary (Vinci),Global — France HQ,Very High — English corporate
968,Egis Road Operation Morocco,Toll Roads,Morocco,Subsidiary (Egis),Global — France HQ,Very High — English operations
969,RATP Dev Morocco (Tramway),Urban Transport,Casablanca,Subsidiary (RATP),Global — France HQ,Very High — English corporate
970,Alstom Morocco,Rail / Transport,Multiple,Subsidiary (Alstom),Global — France HQ,Very High — English engineering
971,Bombardier Transportation Morocco,Rail,Multiple,Subsidiary (Alstom),Global — Canada HQ,Very High — English corporate
972,Thales Transportation Morocco,Signaling / Rail,Casablanca,Subsidiary (Thales),Global — France HQ,Very High — English engineering
973,Nippon Express Morocco,Logistics,Casablanca,Subsidiary (Nippon Express),Global — Japan HQ,Very High — English corporate
974,Panalpina Morocco (DSV),Freight,Casablanca,Subsidiary (DSV),Global — Denmark HQ,Very High — English corporate
975,Expeditors Morocco,Freight / Logistics,Casablanca,Subsidiary (Expeditors),Global — US HQ,Very High — English corporate
976,Damco Morocco (Maersk),Logistics,Casablanca,Subsidiary (Maersk),Global — Denmark HQ,Very High — English corporate
977,Kintetsu World Express Morocco,Freight,Casablanca,Subsidiary (KWE),Global — Japan HQ,Very High — English corporate
978,Kerry Logistics Morocco,Logistics,Tangier,Subsidiary (Kerry),Global — HK HQ,Very High — English corporate
979,YTO Maroc,Postal / E-commerce Logistics,Casablanca,Subsidiary (YTO),Global — China HQ,High — English corporate
980,Barid Al-Maghrib,Postal / Parcel,Rabat,State enterprise,International postal union,High — English international
981,Amazon Logistics Morocco,E-commerce / Last Mile,Casablanca,Subsidiary (Amazon),Global — US HQ,Very High — English corporate
982,Chronopost Morocco,Express Parcel,Casablanca,Subsidiary (La Poste/DPD),Global — France HQ,High — English corporate
983,GLS Morocco,Parcel Delivery,Casablanca,Subsidiary (GLS/Royal Mail),Global — UK HQ,Very High — English corporate
984,TNT Morocco (FedEx),Express / Parcel,Casablanca,Subsidiary (FedEx),Global — US HQ,Very High — English corporate
985,Agility Morocco,Logistics,Casablanca,Subsidiary (Agility),Global — Kuwait HQ,Very High — English corporate
986,CEVA Logistics Morocco,Logistics,Casablanca,Subsidiary (CMA CGM),Global — France HQ,Very High — English corporate
987,Pantos Logistics Morocco,Logistics,Tangier,Subsidiary (LX Pantos),Global — Korea HQ,Very High — English corporate
988,Savino Del Bene Morocco,Freight,Casablanca,Subsidiary,Global — Italy HQ,Very High — English corporate
989,Hellmann Worldwide Morocco,Logistics,Casablanca,Subsidiary (Hellmann),Global — Germany HQ,Very High — English corporate
990,Dimerco Morocco,Freight,Casablanca,Subsidiary (Dimerco),Global — Taiwan HQ,Very High — English corporate
991,Bolloré Transport Morocco,Transport / Mining Logistics,Casablanca,Subsidiary (Bolloré),Pan-African,Very High — English logistics
992,Necotrans Morocco,Mining Logistics,Casablanca,Established,Africa,High — English mining logistics
993,APM Terminals Morocco,Container Terminal,Tangier,Subsidiary (Maersk),Global — Netherlands HQ,Very High — English port ops
994,Eurogate Morocco,Container Terminal,Tangier,Subsidiary (Eurogate),Global — Germany HQ,Very High — English port ops
995,Hutchison Ports Sohar Morocco,Port Operations,Tangier,Subsidiary (CK Hutchison),Global — HK HQ,Very High — English corporate
996,DP World Morocco,Port / Logistics,Tangier,Subsidiary (DP World),Global — UAE HQ,Very High — English corporate
997,PSA International Morocco,Port Operations,Tangier,Subsidiary (PSA),Global — Singapore HQ,Very High — English corporate
998,Contship Morocco,Container Services,Tangier,Subsidiary,Global — Italy HQ,Very High — English operations
999,Mediterranean Shipping Co. Morocco,Shipping / Port,Tangier,Subsidiary (MSC),Global — Switzerland HQ,Very High — English corporate
1000,Hapag-Lloyd Morocco,Container Shipping,Tangier,Subsidiary (Hapag-Lloyd),Global — Germany HQ,Very High — English corporate
